Date,underlying_price,maturity,call_price,strike,put_price,moneyness_level
2019-06-03,2743.8,4.0,0.05,2970.0,0.0,1.0824404111086814
2019-06-03,2743.8,4.0,0.05,2980.0,0.0,1.0860849916174649
2019-06-03,2743.8,4.0,0.05,2990.0,0.0,1.089729572126248
2019-06-03,2743.8,4.0,0.05,3050.0,0.0,1.111597055178949
2019-06-03,2743.8,4.0,0.05,3060.0,0.0,1.1152416356877322
2019-06-03,2743.8,7.0,851.23,1900.0,0.05,0.6924702966688534
2019-06-03,2743.8,7.0,0.0,1950.0,0.05,0.7106931992127705
2019-06-03,2743.8,7.0,0.0,2000.0,0.05,0.7289161017566878
2019-06-03,2743.8,7.0,0.0,2150.0,0.13,0.7835848093884393
2019-06-03,2743.8,7.0,0.0,2250.0,0.1,0.8200306144762737
2019-06-03,2743.8,7.0,0.0,2370.0,0.15,0.863765580581675
2019-06-03,2743.8,7.0,0.0,2375.0,0.3,0.8655878708360667
2019-06-03,2743.8,7.0,0.0,2400.0,0.2,0.8746993221080253
2019-06-03,2743.8,7.0,0.0,2420.0,0.45,0.8819884831255922
2019-06-03,2743.8,7.0,0.0,2430.0,0.35,0.8856330636343757
2019-06-03,2743.8,7.0,0.0,2440.0,0.3,0.889277644143159
2019-06-03,2743.8,7.0,0.0,2450.0,0.35,0.8929222246519425
2019-06-03,2743.8,7.0,0.0,2460.0,0.35,0.896566805160726
2019-06-03,2743.8,7.0,0.0,2470.0,0.5,0.9002113856695094
2019-06-03,2743.8,7.0,0.0,2475.0,0.6,0.902033675923901
2019-06-03,2743.8,7.0,0.0,2480.0,0.6,0.9038559661782928
2019-06-03,2743.8,7.0,0.0,2490.0,0.6,0.9075005466870762
2019-06-03,2743.8,7.0,0.0,2500.0,0.6,0.9111451271958597
2019-06-03,2743.8,7.0,0.0,2505.0,0.75,0.9129674174502515
2019-06-03,2743.8,7.0,0.0,2510.0,0.55,0.9147897077046432
2019-06-03,2743.8,7.0,0.0,2515.0,0.6,0.9166119979590348
2019-06-03,2743.8,7.0,0.0,2520.0,0.6,0.9184342882134265
2019-06-03,2743.8,7.0,0.0,2525.0,0.75,0.9202565784678183
2019-06-03,2743.8,7.0,0.0,2530.0,0.75,0.92207886872221
2019-06-03,2743.8,7.0,0.0,2535.0,0.8,0.9239011589766017
2019-06-03,2743.8,7.0,0.0,2540.0,0.85,0.9257234492309935
2019-06-03,2743.8,7.0,0.0,2545.0,0.55,0.9275457394853852
2019-06-03,2743.8,7.0,206.07,2550.0,0.85,0.9293680297397768
2019-06-03,2743.8,7.0,0.0,2560.0,1.0,0.9330126102485603
2019-06-03,2743.8,7.0,0.0,2565.0,0.93,0.934834900502952
2019-06-03,2743.8,7.0,0.0,2575.0,1.1,0.9384794810117355
2019-06-03,2743.8,7.0,0.0,2580.0,1.35,0.9403017712661272
2019-06-03,2743.8,7.0,0.0,2585.0,1.2,0.942124061520519
2019-06-03,2743.8,7.0,0.0,2590.0,1.75,0.9439463517749106
2019-06-03,2743.8,7.0,0.0,2595.0,1.73,0.9457686420293023
2019-06-03,2743.8,7.0,154.7,2600.0,1.68,0.9475909322836941
2019-06-03,2743.8,7.0,0.0,2605.0,1.89,0.9494132225380858
2019-06-03,2743.8,7.0,0.0,2610.0,2.19,0.9512355127924775
2019-06-03,2743.8,7.0,0.0,2615.0,2.25,0.9530578030468693
2019-06-03,2743.8,7.0,0.0,2620.0,2.9,0.954880093301261
2019-06-03,2743.8,7.0,124.05,2625.0,2.75,0.9567023835556527
2019-06-03,2743.8,7.0,0.0,2630.0,3.2,0.9585246738100444
2019-06-03,2743.8,7.0,0.0,2635.0,4.3,0.9603469640644361
2019-06-03,2743.8,7.0,0.0,2640.0,4.4,0.9621692543188278
2019-06-03,2743.8,7.0,0.0,2645.0,4.15,0.9639915445732196
2019-06-03,2743.8,7.0,100.7,2650.0,5.8,0.9658138348276113
2019-06-03,2743.8,7.0,100.95,2655.0,5.7,0.967636125082003
2019-06-03,2743.8,7.0,0.0,2660.0,5.8,0.9694584153363948
2019-06-03,2743.8,7.0,0.0,2665.0,7.3,0.9712807055907864
2019-06-03,2743.8,7.0,0.0,2670.0,8.1,0.9731029958451781
2019-06-03,2743.8,7.0,0.0,2675.0,8.1,0.9749252860995699
2019-06-03,2743.8,7.0,0.0,2680.0,9.25,0.9767475763539616
2019-06-03,2743.8,7.0,0.0,2685.0,11.63,0.9785698666083533
2019-06-03,2743.8,7.0,59.45,2690.0,10.25,0.9803921568627451
2019-06-03,2743.8,7.0,59.23,2695.0,13.0,0.9822144471171368
2019-06-03,2743.8,7.0,45.9,2700.0,13.8,0.9840367373715285
2019-06-03,2743.8,7.0,66.0,2705.0,15.43,0.9858590276259201
2019-06-03,2743.8,7.0,50.05,2710.0,13.49,0.9876813178803119
2019-06-03,2743.8,7.0,47.9,2715.0,19.1,0.9895036081347036
2019-06-03,2743.8,7.0,34.04,2720.0,20.0,0.9913258983890954
2019-06-03,2743.8,7.0,32.3,2725.0,22.8,0.9931481886434871
2019-06-03,2743.8,7.0,28.26,2730.0,24.92,0.9949704788978788
2019-06-03,2743.8,7.0,28.98,2735.0,27.1,0.9967927691522706
2019-06-03,2743.8,7.0,22.98,2740.0,27.72,0.9986150594066622
2019-06-03,2743.8,7.0,21.7,2745.0,26.0,1.000437349661054
2019-06-03,2743.8,7.0,19.4,2750.0,29.36,1.0022596399154458
2019-06-03,2743.8,7.0,20.2,2755.0,30.71,1.0040819301698374
2019-06-03,2743.8,7.0,18.0,2760.0,33.6,1.005904220424229
2019-06-03,2743.8,7.0,13.4,2765.0,41.8,1.0077265106786208
2019-06-03,2743.8,7.0,12.0,2770.0,47.8,1.0095488009330125
2019-06-03,2743.8,7.0,10.58,2775.0,47.2,1.0113710911874043
2019-06-03,2743.8,7.0,9.13,2780.0,53.7,1.013193381441796
2019-06-03,2743.8,7.0,8.9,2785.0,52.84,1.0150156716961878
2019-06-03,2743.8,7.0,7.4,2790.0,47.8,1.0168379619505794
2019-06-03,2743.8,7.0,6.88,2795.0,64.95,1.0186602522049713
2019-06-03,2743.8,7.0,5.7,2800.0,60.13,1.0204825424593629
2019-06-03,2743.8,7.0,3.8,2805.0,54.35,1.0223048327137545
2019-06-03,2743.8,7.0,2.65,2810.0,61.25,1.0241271229681463
