Date,80%60d,90%60d,95%60d,97.5%60d,100%60d,102.5%60d,105%60d,110%60d,120%60d,80%30d,90%30d,95%30d,97.5%30d,100%30d,102.5%30d,105%30d,110%30d,120%30d
2014-07-11,24.30631,17.77563,14.20663,12.31113,10.45581,8.756125,7.690625,8.149875,9.349625,31.41,20.16613,14.82669,12.18469,9.529625,7.308875,7.8405,10.41131,10.41131
2014-07-14,24.03638,17.42863,13.9515,12.11,10.17969,8.472313,7.608625,9.2775,10.579,31.90538,19.9,14.54219,12.00981,9.269688,7.125125,8.061813,11.13581,11.13581
2014-07-15,24.38069,17.73487,14.17719,12.31181,10.4595,8.721688,7.674375,9.437125,10.97169,32.07863,19.85462,14.84181,12.36513,9.678188,7.461813,7.639688,11.41588,11.41588
2014-07-16,23.66,17.134,13.71338,11.88881,9.981625,8.188812,7.244125,9.325625,11.57413,31.055,19.434,14.1685,11.69113,8.988313,6.8075,7.470813,9.216125,9.216125
2014-07-17,26.2775,19.48869,15.8195,13.84719,12.01538,10.08013,8.736875,9.453375,13.96231,33.4985,22.91281,17.32931,14.55819,11.81769,9.257625,8.3105,12.4095,13.79181
2014-07-18,24.95188,18.10681,14.47663,12.5245,10.37563,8.406813,7.296875,9.3155,11.51269,30.79469,20.60519,15.10063,12.304,9.281125,6.971625,7.860313,10.61888,10.61888
2014-07-21,25.024,18.39381,14.90438,12.99819,10.86613,8.882375,7.449,8.260312,8.260312,32.34263,20.97263,15.52981,12.9075,9.932375,7.38,7.766313,10.82588,10.82588
2014-07-22,24.0345,17.74369,14.45519,12.59919,10.58869,8.7615,7.554813,8.529625,8.529625,30.71881,19.97019,14.81419,12.31919,9.503813,7.425,8.032625,9.527188,9.527188
2014-07-23,23.14331,17.464,14.27263,12.51681,10.66113,8.977375,8.022187,9.016313,9.152688,30.49488,19.58581,14.48231,12.10619,9.520313,7.624,8.0185,9.250188,9.250188
2014-07-24,23.30313,17.45669,14.29163,12.58281,10.71981,9.042188,8.195688,10.06281,11.50419,30.638,19.64788,14.46088,12.0855,9.435688,7.497375,8.234875,10.6415,10.6415
2014-07-25,24.51513,18.0935,14.78088,12.999,11.09313,9.337813,8.284688,9.667125,12.0525,31.76169,20.50562,15.2215,12.67713,9.959875,7.710125,8.085188,10.72138,10.72138
2014-07-28,24.92738,18.052,14.67531,12.92119,11.026,9.321125,8.366875,9.944188,10.61069,31.38613,20.36531,15.18519,12.71963,10.04838,7.968313,8.323,11.109,11.109
2014-07-29,24.94963,18.42588,15.08238,13.3315,11.38,9.706125,8.684625,9.798813,10.835,31.76988,20.9985,15.83413,13.389,10.63781,8.534813,8.603875,11.71881,11.71881
2014-07-30,25.23413,18.52188,15.09819,13.3435,11.43869,9.732313,8.769375,9.581313,10.62019,32.56463,21.14813,15.76763,13.27431,10.735,8.610188,8.6395,11.6225,11.6225
2014-07-31,27.67163,21.04481,17.51781,15.70619,13.8245,12.29069,10.71519,9.937375,12.54531,35.53819,24.49613,19.17513,16.65481,13.98781,11.74519,10.28088,13.20769,13.95463
2014-08-01,28.12269,21.48319,18.09862,16.22638,14.27969,12.20363,10.61781,10.11138,13.02369,35.20837,24.49538,19.36181,16.80981,14.09569,11.19769,9.8945,12.9805,14.30519
2014-08-04,26.4995,20.04269,16.74538,14.98919,13.014,11.1375,9.793375,9.857688,12.03288,32.77469,22.28213,17.42863,15.04563,12.25881,9.811625,8.917875,12.94963,13.4645
2014-08-05,27.873,21.48981,18.10031,16.305,14.41069,12.33788,10.73788,10.1825,13.22038,34.49819,23.95338,19.11519,16.6445,14.115,11.24419,9.983188,12.938,14.64088
2014-08-06,27.57838,21.25813,17.97731,16.15781,14.25813,12.29169,10.6255,10.14163,11.36238,33.84163,23.45713,18.742,16.36838,13.78638,11.205,9.872125,11.77463,11.77463
2014-08-07,27.61838,21.42438,18.22969,16.49731,14.80981,12.95919,11.2825,10.30269,10.73269,33.20112,23.46831,18.99938,16.71713,14.49019,12.05769,10.48888,12.75863,12.96488
2014-08-08,27.03481,20.81863,17.65369,15.96031,14.03419,11.97013,10.47919,10.24888,11.34519,32.857,22.72888,18.17063,15.9475,13.355,10.63563,9.525875,12.1295,12.133
2014-08-11,26.03588,19.82913,16.7565,15.07869,13.17638,11.28719,9.789875,9.938625,14.41538,31.52013,21.53819,17.093,14.90438,12.395,9.845813,8.881188,12.45131,13.28331
2014-08-12,25.75669,19.63188,16.526,14.86763,13.13469,11.31131,9.843188,9.744875,13.55688,31.37388,21.32781,16.84338,14.66538,12.38931,10.02331,8.978875,12.53919,13.47988
2014-08-13,25.144,18.46219,15.27969,13.573,11.81381,10.28213,8.833125,9.970188,10.98831,30.53931,20.18619,15.48988,13.1975,10.92713,8.8475,8.280375,12.33588,13.4895
2014-08-14,25.54769,18.29,14.96519,13.0795,11.135,9.662188,8.257625,10.1355,10.87138,31.22931,20.45519,15.1975,12.77419,10.14781,8.055188,8.093375,12.24281,13.79438
2014-08-15,26.17938,18.80619,15.19663,13.263,11.215,9.462313,8.031625,10.095,10.70069,32.35813,21.65019,16.12219,13.41019,10.46288,7.929813,7.898813,12.42869,12.773
2014-08-18,25.7075,17.95613,14.59331,12.66419,10.57681,8.664813,7.373188,10.37269,11.149,32.50663,20.4575,15.20469,12.6085,9.688625,7.2975,8.216875,12.2625,13.52163
2014-08-19,25.366,18.111,14.4365,12.57238,10.56488,8.709875,7.584625,9.914813,12.66588,30.42631,20.3555,15.005,12.37781,9.605375,7.367125,8.637188,12.64781,15.7825
2014-08-20,25.40869,17.96369,14.41263,12.58481,10.6135,8.825813,7.773313,9.851375,10.08219,29.63419,19.81119,14.59688,12.07688,9.516813,7.579188,8.532,12.27419,14.542
2014-08-21,25.24669,17.69369,14.21119,12.42263,10.52469,8.873375,7.974125,9.725875,9.744875,30.64913,19.438,14.2615,11.86181,9.406313,7.800625,8.490375,11.95869,12.2125
2014-08-22,25.07681,17.67519,14.04381,12.24419,10.54013,8.866813,7.921688,9.4275,9.583,29.66838,19.28513,14.12838,11.68138,9.354188,7.611813,8.2835,11.48819,11.48819
2014-08-25,25.13819,17.76288,14.15563,12.40231,10.58988,8.955688,8.151375,9.155375,9.179188,30.45813,19.407,14.18269,11.74831,9.376688,7.664375,8.596688,10.35338,10.35338
2014-08-26,25.1535,17.56638,14.03613,12.33013,10.53531,9.183188,8.468875,9.495625,9.495625,30.98013,19.67231,14.0485,11.60231,9.279375,7.977813,8.7125,10.59419,10.59419
2014-08-27,25.09663,17.90812,14.35769,12.613,10.84188,9.194813,8.5265,10.16537,10.16537,30.967,19.59619,14.15931,11.747,9.461125,7.843313,8.775125,10.847,10.847
2014-08-28,25.53188,18.06713,14.47919,12.658,10.941,9.529,8.5995,9.704188,9.746375,31.02169,19.64231,14.23119,11.69881,9.426813,8.007,8.599688,11.79163,11.87963
2014-08-29,25.66619,18.25738,14.68419,12.85669,10.96488,9.3365,8.426813,10.008,10.008,30.81081,19.692,14.25131,11.78569,9.265688,7.605688,8.547313,12.05731,12.05731
2014-09-02,25.78231,18.46613,14.90481,13.096,11.20738,9.517313,8.579625,10.12763,10.12763,30.94219,19.78781,14.64263,12.2015,9.726125,7.849625,8.512813,11.37631,11.37631
2014-09-03,25.73869,18.47788,14.93219,13.08113,11.2295,9.603125,8.677,9.878375,9.878375,31.40713,20.04538,14.81538,12.40319,9.964688,8.038688,8.653813,10.35769,10.35769
2014-09-04,26.06869,18.63681,14.9675,13.0695,11.344,9.770188,8.7285,9.757125,9.8345,31.59613,20.49313,15.18663,12.63563,10.2125,8.205375,8.433688,10.5645,10.5645
2014-09-05,25.97263,18.29231,14.52013,12.579,10.62831,8.914875,8.110625,9.532688,9.532688,31.80438,20.35413,14.62819,11.91888,9.175313,7.287188,8.093,10.21388,10.21388
2014-09-08,26.344,18.71081,14.88938,12.92313,10.96269,9.2155,8.346187,9.769688,9.769688,32.03081,20.87213,15.33413,12.61363,9.811875,7.720625,8.250688,10.32931,10.32931
2014-09-09,26.89488,19.27113,15.35563,13.27331,11.628,9.8605,8.759813,9.676875,10.36763,32.52288,21.65013,15.97419,13.18881,10.74431,8.4415,8.394813,12.58881,13.02219
2014-09-10,26.67619,19.03919,15.2335,13.22613,11.216,9.480313,8.5115,9.632375,12.99681,32.03188,21.49063,15.92669,13.15131,10.25987,7.980375,8.248375,10.814,10.814
2014-09-11,26.7555,19.06563,15.23881,13.24163,11.17969,9.324688,8.374375,9.675,11.29181,32.55531,21.495,15.86538,13.1275,10.13769,7.794313,8.155688,10.98181,11.00681
2014-09-12,26.90669,19.36863,15.646,13.65219,11.682,9.816125,8.688188,9.904313,13.65681,32.052,21.69938,16.34681,13.72719,10.9455,8.376687,8.291375,10.81731,11.10738
2014-09-15,27.74538,19.9325,16.06719,14.08831,12.12631,10.286,9.115813,9.82,11.20488,32.9935,22.57188,17.21981,14.48188,11.69488,9.199625,8.806125,13.53231,13.57019
2014-09-16,26.99219,19.09313,15.1645,13.122,11.13769,9.305188,8.304813,9.624813,11.18381,32.65787,21.60181,15.98438,13.10988,10.49613,8.3515,8.468,12.5975,12.65119
2014-09-17,26.745,18.62038,14.715,12.76631,10.76569,9.144125,8.326125,9.727,11.97869,31.67631,20.8815,15.21863,12.52513,9.968188,8.249125,8.522,12.673,17.323
2014-09-18,26.5585,18.267,14.26619,12.27438,10.336,8.845688,8.048125,9.952,11.08019,31.39581,20.96263,14.58769,11.89188,9.249375,7.680625,7.993125,12.35688,15.94088
2014-09-19,26.92531,18.38,14.33963,12.21413,10.11169,8.839,7.923688,9.584688,11.50063,31.13438,20.8395,14.694,11.81319,8.926313,7.356125,7.779,10.58438,10.58438
2014-09-22,27.34913,19.50463,15.51013,13.46963,11.44338,9.5695,8.512375,10.04681,10.4195,33.42381,21.91381,16.3075,13.55238,10.78688,8.304875,8.166313,12.13731,12.31481
2014-09-23,28.33519,20.29287,16.32331,14.34031,12.2355,10.22613,8.954,10.00288,13.015,34.22088,22.947,17.58838,14.961,12.02363,9.3345,8.634688,12.62919,13.92763
2014-09-24,27.53288,19.354,15.44281,13.39381,11.32981,9.400625,8.251375,9.748313,11.13688,33.22531,21.6,16.17463,13.555,10.71169,8.2525,8.230313,12.33663,12.40938
2014-09-25,28.68388,20.9175,17.10612,15.06519,13.03638,11.28031,9.790688,10.008,11.24169,35.10938,23.50913,18.27169,15.6155,12.87738,10.952,9.3425,12.26313,12.58113
2014-09-26,28.06713,20.33813,16.45,14.42363,12.45119,10.48663,9.04,9.704,10.2915,34.35581,22.9035,17.61631,14.9695,12.17581,9.563188,8.542188,10.96119,10.96119
2014-09-29,28.60319,20.97388,17.18413,15.17613,13.15831,11.24463,9.691313,9.607875,15.25769,34.24888,23.3915,18.26563,15.669,12.98881,10.3295,9.079313,12.64513,16.98588
2014-09-30,28.6535,21.33113,17.65919,15.70219,13.64081,11.70869,10.11469,9.7305,14.93963,34.25769,23.70638,18.86631,16.33569,13.62981,10.95569,9.5725,12.949,18.12519
2014-10-01,28.27,21.56481,18.15388,16.31838,14.4735,12.84381,11.09881,9.770375,13.51581,33.02188,23.27588,19.07288,16.90188,14.52913,12.37419,10.48181,12.4925,18.25219
2014-10-02,27.96938,21.11931,17.77831,15.996,14.11131,12.27638,10.69263,9.799875,11.73631,33.1315,22.62763,18.38169,16.22781,13.88588,11.49119,10.02481,12.78538,13.68088
2014-10-03,27.04788,19.98838,16.64319,14.9085,12.90231,10.9425,9.496813,9.459313,10.33219,32.53781,21.69613,17.21569,15.12088,12.61581,10.11369,8.948375,11.03063,11.03063
2014-10-06,27.425,20.52019,17.21219,15.4585,13.25919,11.43669,9.933,9.813125,11.19063,32.57988,22.44169,17.98819,15.82681,12.99013,10.51688,9.199688,11.84638,11.8985
2014-10-07,28.294,21.741,18.40981,16.59663,14.66188,13.04463,11.32838,9.867375,11.89919,33.50831,23.71588,19.5755,17.45919,14.95463,12.68519,10.7015,12.89888,14.07269
2014-10-08,27.2665,20.25581,16.89438,15.05338,13.21688,11.34031,9.804125,9.701875,10.02231,32.48831,21.97931,17.63631,15.48188,13.04238,10.52869,9.160125,12.56581,15.89369
2014-10-09,28.75088,22.12588,18.7765,16.932,15.81688,14.26331,12.40069,10.31769,11.64888,34.38938,24.86819,20.58813,18.24038,16.77563,14.54488,12.18869,13.0345,17.19438
2014-10-10,31.10213,24.30319,20.83669,18.954,17.07581,15.52688,16.5465,11.54981,13.77688,36.88,27.49388,23.053,20.41138,18.13731,15.9165,13.45913,13.2185,16.77538
2014-10-13,33.72169,27.01119,23.49263,21.68063,19.3335,17.50138,15.68181,13.481,14.31569,40.64488,30.90838,26.40688,24.0505,20.62113,17.99319,15.64513,14.2695,23.45963
2014-10-14,32.81938,25.64481,22.0105,20.09681,18.43738,16.74069,14.93238,12.68913,15.21363,39.95313,29.21013,24.41431,21.85913,19.53319,17.09031,14.58319,13.53581,20.8575
2014-10-15,34.495,27.76719,24.28369,22.48813,19.90969,17.34431,15.62781,13.44369,14.19213,41.86081,32.16131,27.54269,25.11488,21.51619,18.12519,15.75038,14.30619,17.52688
2014-10-16,33.79187,26.85813,23.44369,21.41413,19.04281,16.817,15.08731,13.35569,15.285,40.98713,31.19731,26.36838,23.91481,20.59113,17.559,15.25138,15.38131,18.45413
2014-10-17,32.97688,25.41819,21.71088,19.74388,17.5425,15.25169,13.43219,11.67863,15.38438,39.25413,28.73631,23.86,21.185,18.09481,14.82381,12.65581,13.49263,17.281
2014-10-20,29.95988,23.4225,20.1375,18.27488,16.60938,14.65713,12.9225,11.3165,14.92619,34.81112,25.11869,21.0555,18.6345,16.13631,13.27463,11.25681,13.07381,17.17269
2014-10-21,28.63931,21.58313,18.22931,16.34138,14.54488,12.96588,11.28319,10.51631,12.62288,33.31581,23.13138,18.62213,16.31488,13.83938,11.29663,9.5685,12.497,15.67581
2014-10-22,29.72619,22.67338,19.161,17.28612,15.80813,14.53938,12.69369,11.34538,12.4525,33.99938,24.49169,19.87762,17.50731,15.35669,13.47119,11.29788,12.87838,13.30631
2014-10-23,28.67731,21.73263,18.4395,16.70013,14.90263,13.29281,11.77438,10.5615,11.5225,33.68012,23.15363,18.76438,16.51,14.10488,11.8905,10.60481,13.45963,14.85013
2014-10-24,28.41231,21.45169,18.246,16.50337,14.83931,13.12169,11.85038,11.456,11.81538,32.84019,22.84763,18.47788,16.15913,13.86369,11.57869,10.55113,13.57988,13.28138
2014-10-27,28.01969,21.28481,18.1705,16.49138,14.74638,13.17169,11.82838,10.8045,10.81919,31.54938,22.46569,18.30819,16.11613,13.687,11.747,10.60388,13.09819,14.9255
2014-10-28,27.14238,20.13388,16.93613,15.25219,13.48263,11.71331,10.56188,9.953813,10.23763,31.70619,21.55531,16.9625,14.56763,12.27838,10.045,9.485813,12.9375,13.68813
2014-10-29,27.32019,20.44713,17.20963,15.48488,13.60588,11.87988,10.75363,10.55238,11.30169,32.07738,21.94531,17.32187,14.97888,12.41531,10.3045,9.8885,13.191,16.08
2014-10-30,27.49581,20.2705,16.94912,15.19581,13.3105,11.72819,10.66513,10.75388,11.37919,32.3555,21.82263,17.10638,14.775,12.24881,10.27581,9.877688,12.01131,12.01131
2014-10-31,27.075,19.8085,16.35969,14.6375,12.93738,11.43719,10.60719,11.24631,11.775,32.00281,21.12069,16.3355,14.08663,11.86663,10.21538,10.34188,13.24238,13.42538
2014-11-03,27.64638,20.23169,16.7965,15.073,13.266,11.72169,10.78713,10.88688,10.90319,32.62481,21.87069,17.07463,14.81419,12.39031,10.58038,10.44388,13.4665,13.67181
2014-11-04,27.66513,20.36588,16.96763,15.16369,13.38313,11.732,10.70681,10.44019,10.56938,32.44331,22.08463,17.23688,14.93013,12.57781,10.67488,10.1525,13.28881,13.84331
2014-11-05,27.57213,19.9305,16.39088,14.56481,12.93388,11.43688,10.615,11.07181,11.18181,32.14331,21.65763,16.5555,14.16519,11.93338,10.15138,10.19131,13.24769,13.24769
2014-11-06,27.34438,19.59088,15.95369,14.12469,12.41338,11.09663,10.39769,11.09063,11.17938,31.87738,21.27569,16.14919,13.67638,11.41713,9.956188,10.28813,13.29663,13.29663
2014-11-07,27.02281,19.25637,15.61831,13.80688,11.97881,10.43031,9.871375,10.49269,10.4255,31.82681,20.74381,15.50219,13.14269,10.75538,9.094688,9.77,12.75788,12.75788
2014-11-10,26.84369,19.06519,15.11838,13.262,11.55619,10.17788,9.693813,10.7465,11.468,31.73988,20.47631,15.1045,12.62519,10.32513,8.963,9.745688,13.44713,13.80081
2014-11-11,26.95219,18.96813,15.207,13.31581,11.62613,10.23113,9.7275,10.67738,11.91338,30.52769,20.73063,15.22519,12.6675,10.41188,9.200688,10.25288,15.1795,15.4635
2014-11-12,27.33119,19.2775,15.41731,13.4705,11.78269,10.32819,9.678125,10.92131,11.99169,32.38488,21.12469,15.42863,12.82138,10.58763,9.066313,9.826188,13.77513,14.04531
2014-11-13,27.66869,19.62438,15.74388,13.79638,11.83863,10.28738,9.629625,10.80838,14.802,33.63,21.75219,16.0385,13.45,10.73413,9.1735,9.760875,13.142,16.47938
2014-11-14,27.47338,19.5465,15.62769,13.66831,11.89819,10.34519,9.691188,10.64719,14.79981,32.59613,21.498,15.82231,13.11238,10.84131,9.030125,9.469813,13.46169,13.76931
2014-11-17,27.55719,19.7245,15.76731,13.82531,11.92113,10.53219,9.822188,10.60488,14.51331,33.46981,21.709,16.29281,13.70781,11.12069,9.546125,9.699688,13.66831,20.845
2014-11-18,27.66419,19.5145,15.52013,13.58038,11.77019,10.33481,9.862625,11.39631,12.78169,32.99738,21.75469,15.87619,13.395,11.08088,9.717,10.60231,13.52388,13.7705
2014-11-19,28.00969,19.79662,15.73681,13.731,12.07481,10.5235,9.854688,11.00713,11.35613,33.1195,22.14619,16.43388,13.69838,11.46238,9.844375,10.52731,13.92669,17.091
2014-11-20,28.28438,19.75781,15.58581,13.53388,11.62269,10.06638,9.399813,10.98313,11.37288,33.87062,22.14031,16.25937,13.24869,10.63888,9.006625,9.715313,13.48188,17.3035
2014-11-21,27.93513,19.42531,15.273,13.25388,11.32581,9.777875,9.261875,10.75913,12.13831,33.49931,21.38581,15.41531,12.52538,9.963813,8.513188,9.754,13.5395,15.8225
2014-11-24,27.7415,19.25931,15.11569,13.05719,11.14163,9.646813,9.237375,10.95413,11.49063,32.99712,21.27219,15.16369,12.30219,9.704875,8.296313,9.355188,12.8,12.8
2014-11-25,27.45181,19.06463,14.99881,13.00188,11.291,10.0645,9.4605,10.96469,11.50969,32.86363,20.55263,14.58431,11.84938,9.629625,8.4225,9.568875,13.01769,13.04819
2014-11-26,27.34388,18.98569,15.03131,13.08131,11.257,9.801875,9.334313,10.9755,11.29069,32.6495,20.55513,14.58463,11.83713,9.428188,8.173688,9.326313,13.09,18.3925
2014-11-28,27.79638,19.80788,15.87988,13.93619,12.14119,10.72638,10.23019,11.89638,14.08081,33.14788,21.57038,15.84,13.21038,10.7045,9.239313,10.17488,14.011,16.414
2014-12-01,28.3385,20.50763,16.7575,14.8595,12.93219,11.3975,10.67469,11.923,13.15381,32.81669,21.8605,16.73037,14.2985,11.74069,10.01038,10.44981,13.5795,15.959
2014-12-02,27.41119,19.57181,15.81013,13.95319,12.15838,10.64119,9.961313,11.29981,12.3945,31.69863,20.6425,15.48113,13.06469,10.62738,9.010625,9.516688,12.75788,16.09219
2014-12-03,27.10988,19.3165,15.54663,13.744,11.76738,10.30888,9.649375,10.81713,11.035,31.59163,20.43588,15.21669,12.784,10.24281,8.768125,9.654688,12.8125,13.51919
2014-12-04,27.10088,19.21738,15.39681,13.5295,11.78138,10.42963,9.737,11.05219,11.56788,31.30513,20.29813,15.064,12.53063,10.22331,8.791375,9.542,13.01069,13.93731
2014-12-05,26.96481,19.0875,15.24,13.33013,11.49369,10.07188,9.414875,10.92369,11.32138,31.23331,20.08938,14.74888,12.15513,9.5835,8.222625,9.175688,12.57988,12.57988
2014-12-08,28.169,20.3815,16.6675,14.81381,12.95513,11.24113,10.33169,11.26763,11.95788,32.22919,21.86713,16.78481,14.39938,11.90719,9.835875,9.9575,13.2725,14.66531
2014-12-09,28.73419,20.788,17.01269,15.08438,12.82263,11.21,10.23213,10.87688,11.24881,34.071,22.64138,17.40013,14.87181,11.72713,9.662875,9.657188,13.08669,14.48231
2014-12-10,30.78438,23.11813,19.23838,17.27863,15.33781,13.73531,12.30513,11.85963,12.62519,36.04081,25.40731,20.44338,17.84888,15.2635,13.16163,11.726,13.5675,16.42588
2014-12-11,32.66031,24.76088,20.66831,18.631,16.571,14.43413,12.91781,12.22263,12.58813,37.88712,27.18531,22.05281,19.38619,16.5855,13.47263,11.97738,13.52038,15.14269
2014-12-12,33.39563,25.92081,22.0765,20.06088,17.69931,15.561,13.78731,12.57263,12.79219,38.47619,27.8985,23.40788,20.77419,17.74338,14.93188,13.50363,14.07219,20.63581
2014-12-15,31.4955,24.51313,20.74069,18.72388,17.52963,15.63938,13.96938,12.75569,16.21563,37.54263,26.72619,21.61331,18.8765,17.52363,14.88663,12.97669,14.03738,18.35488
2014-12-16,34.51381,27.02738,23.2105,21.26281,19.05481,17.07763,15.54,14.24781,14.36963,41.44,30.03863,24.92781,22.26638,19.30838,17.04838,15.38881,15.31863,19.43613
2014-12-17,31.502,24.01769,20.14938,18.176,16.36388,14.55413,13.128,12.22888,15.23413,37.473,26.40088,21.1465,18.51263,16.19019,13.82869,12.32388,13.6355,16.79938
2014-12-18,30.38819,22.18419,18.20631,16.36338,14.17119,12.69969,11.32169,11.049,11.10381,35.96219,24.1675,18.647,15.9985,13.38269,11.67188,10.61738,13.16313,19.94863
2014-12-19,30.592,22.09638,18.02513,15.91619,13.77388,12.097,10.90763,10.75381,14.1375,36.20481,24.27869,18.39013,15.56819,12.79881,11.15188,10.59638,13.82719,20.07731
2014-12-22,29.64013,21.55563,17.628,15.59688,13.20369,11.34681,10.26269,10.67731,13.73588,34.02613,22.99788,17.63631,15.0415,12.443,10.42619,10.22581,12.28513,17.33788
2014-12-23,30.11363,21.19888,17.26087,15.18038,13.14631,11.3395,10.1215,10.13163,13.41869,33.98113,22.61281,17.09419,14.47513,12.0275,10.10431,9.676,12.355,17.08669
2014-12-24,28.14138,21.154,17.16431,15.1515,13.04263,11.38681,10.13481,11.99213,12.22238,34.38381,22.99281,16.79119,14.43713,12.04013,10.09988,9.865188,16.87363,20.11338
2014-12-26,29.09119,20.99431,17.03462,15.00613,12.78313,10.96288,9.965813,10.48488,11.67788,34.04369,22.578,17.255,14.61813,11.91588,9.895,9.886625,13.24419,15.95631
2014-12-29,29.17819,20.98,16.9365,14.83238,12.81713,11.13181,10.04831,10.50019,10.83463,34.49981,23.08181,17.55331,14.85069,12.06081,10.17919,10.08981,13.08569,19.2885
2014-12-30,29.9985,21.75913,17.61569,15.44013,13.29013,11.50081,10.28363,10.6325,10.81613,35.22431,23.954,18.34,15.57488,12.623,10.50913,10.06313,12.99931,13.54813
2014-12-31,32.3545,23.94163,19.5645,17.393,14.8685,12.78888,11.3475,11.19138,13.22913,38.6235,26.7785,21.18931,18.187,15.04269,12.213,11.15781,13.35963,18.06088
2015-01-02,31.5565,23.43638,19.197,17.01419,14.43419,12.23463,10.83638,10.495,11.14469,36.42338,25.2565,20.05488,17.2745,13.87613,10.97263,9.766,13.19463,13.69163
2015-01-05,32.63888,24.57513,20.44,18.18869,15.98069,14.65163,12.68913,11.35969,11.80569,37.79813,26.92488,21.7355,18.96413,16.0945,14.23031,11.88831,12.418,12.43888
2015-01-06,33.07619,25.63088,21.67869,19.60231,17.28813,15.09563,13.4025,12.16169,12.06569,38.3525,27.98338,23.09869,20.577,17.7405,14.90263,12.92813,14.12719,14.38769
2015-01-07,31.71363,24.03038,20.15269,18.18719,16.09763,14.11563,12.55819,11.80738,12.19338,36.826,26.30363,21.44581,18.99631,16.3115,13.65763,11.96719,13.31138,14.62
2015-01-08,30.4275,22.57463,18.7705,16.75412,14.55738,12.39869,10.97738,10.66819,10.69238,34.89437,24.38981,19.55963,17.07219,14.24119,11.53569,10.29938,12.12313,12.12313
2015-01-09,30.7045,23.23581,19.44837,17.41112,14.99938,12.99188,11.35381,10.83963,11.12869,34.77369,24.68013,19.98013,17.6315,14.58169,11.983,10.4435,13.2525,13.28931
2015-01-12,31.795,24.37113,20.51331,18.47269,16.48131,14.49081,12.66931,11.096,11.03869,36.52531,26.32088,21.55381,19.13613,16.67888,13.99563,11.96769,12.53319,13.978
2015-01-13,32.74112,25.00669,20.9775,18.9255,16.82631,14.76219,12.91163,11.06569,11.412,37.65219,27.21519,22.31031,19.85288,17.1465,14.47013,12.33838,12.94713,14.24813
2015-01-14,33.00788,25.22588,21.34919,19.29437,17.299,15.55113,13.65588,11.69738,11.69119,38.39113,27.8015,22.97981,20.52438,17.92231,15.69913,13.52981,13.23231,15.10581
2015-01-15,33.31569,25.69669,21.90613,19.90881,18.3175,16.56538,14.55813,12.1885,14.239,38.74181,28.4095,23.73663,21.35131,19.35981,17.19138,14.70181,13.62663,17.45688
2015-01-16,32.99538,24.9435,21.14881,19.19038,16.94012,14.94863,13.22563,11.63281,11.44963,38.5305,27.44369,22.63319,20.30919,17.40413,14.87881,13.0585,13.21519,14.75619
2015-01-20,32.649,24.66863,20.73919,18.77488,16.86013,14.88319,12.98913,10.92363,11.87213,37.23812,26.47388,21.72119,19.29713,16.86963,14.38519,12.27519,12.99519,14.77963
2015-01-21,31.88581,23.731,19.79031,17.77331,15.77919,13.83613,11.94519,11.08163,15.2095,36.46737,25.57431,20.69462,18.33038,15.82063,13.253,11.27081,12.24081,12.87581
2015-01-22,30.36763,21.9775,18.17069,16.25588,14.02013,12,10.57319,10.71419,12.72,34.80619,23.3345,18.60869,16.22831,13.34169,10.90631,9.907125,12.08813,13.08788
2015-01-23,30.73463,22.36631,18.55538,16.53263,14.46163,12.45669,11.01681,11.06613,13.60338,34.59231,23.47763,18.65313,16.47331,13.75481,11.327,10.27069,12.27363,13.33069
2015-01-26,29.9095,21.47263,17.62363,15.64581,13.77513,12.08919,10.55863,10.282,11.36381,33.07931,22.29481,17.53281,15.19681,12.88581,10.82419,10.00369,12.86763,13.43131
2015-01-27,30.47513,22.40613,18.63481,16.59937,16.19031,14.17531,12.24413,11.34731,12.4955,34.64881,23.81281,19.14469,16.802,16.115,13.46763,11.59363,13.20638,14.22938
2015-01-28,32.57981,24.82438,21.18088,19.25531,17.16681,14.99269,13.30081,11.95863,13.27488,36.48488,26.63319,22.34131,20.11769,17.48919,14.83031,13.02169,13.73513,16.888
2015-01-29,31.548,23.47813,19.6495,17.61581,15.77019,14.24669,12.43469,11.47419,13.64731,36.36138,25.27763,20.52963,18.14881,15.75688,13.75963,11.73219,13.67519,16.16881
2015-01-30,33.21413,25.411,21.628,19.58381,18.034,15.97613,14.09881,12.43369,17.15931,38.74919,27.53338,22.82588,20.38169,18.0525,15.42013,13.33363,14.1115,16.643
2015-02-02,32.20069,24.34269,20.44731,18.40019,16.33938,14.7215,12.79063,11.31819,16.96819,36.83081,26.15419,21.28219,18.86169,16.18038,13.69288,11.62219,13.87981,18.06662
2015-02-03,31.38138,23.06538,19.13962,17.15263,15.05738,12.71281,11.11931,10.754,15.67731,35.82919,24.32819,19.35438,16.9075,14.21338,11.568,10.44513,13.78288,19.18731
2015-02-04,31.78019,23.82981,19.90631,17.87163,15.65281,13.32181,11.6255,10.42969,16.91688,36.25169,25.04281,20.29763,17.911,15.08769,12.13063,10.79938,13.15219,13.15219
2015-02-05,31.09831,22.88231,18.98169,16.90737,14.66431,12.5405,10.94413,10.66369,13.75331,35.43131,23.99813,19.10019,16.68319,13.79813,11.11188,10.32413,13.54913,18.94563
