Date,80%60d,90%60d,95%60d,97.5%60d,100%60d,102.5%60d,105%60d,110%60d,120%60d,80%30d,90%30d,95%30d,97.5%30d,100%30d,102.5%30d,105%30d,110%30d,120%30d
2007-02-01,21.57731,16.016,12.8351,11.2612,9.7483,8.3702,7.4652,7.1435,7.147313,23.85369,18.3931,13.3746,11.1464,9.1094,7.634,7.3909,7.4925,7.491125
2007-02-02,21.83719,15.8971,12.6026,11.0711,9.6079,8.2875,7.4603,7.1737,7.177813,24.18481,18.2322,13.1075,10.792,8.7392,7.334,7.1459,7.2309,7.229313
2007-02-05,21.9445,16.4046,13.0645,11.459,9.9483,8.586,7.6267,7.2628,7.267813,24.91588,18.8555,13.7351,11.3491,9.287,7.7574,7.4632,7.5479,7.546125
2007-02-06,22.03263,16.2523,12.9179,11.3292,9.8506,8.5407,7.676,7.4196,7.425875,25.09638,18.7289,13.512,11.1459,9.1426,7.5855,7.181,7.2328,7.230625
2007-02-07,20.86731,16.2135,12.8572,11.2498,9.7427,8.4368,7.609,7.3825,7.389313,23.86838,17.6784,13.0646,11.0383,9.1684,7.5946,7.0821,7.0821,7.082125
2007-02-08,22.03413,16.3149,12.9701,11.3698,9.9169,8.6741,7.8602,7.5668,7.575375,24.01819,17.9615,13.265,11.2039,9.3502,7.7835,7.1753,7.1753,7.175313
2007-02-09,22.48619,16.7756,13.5199,11.9019,10.3774,9.0772,8.204,8.0693,8.128187,23.895,18.2271,14.0548,11.8322,9.8297,8.3371,7.6505,7.6505,7.6505
2007-02-12,22.95563,17.1998,13.8961,12.2966,10.7722,9.4393,8.5536,8.5258,8.657188,24.83313,19.0468,14.6767,12.4388,10.2895,8.615,7.9304,7.9063,7.906313
2007-02-13,22.18081,16.3463,12.9633,11.3522,9.8244,8.5412,7.8156,9.0975,9.787875,28.81563,18.5786,13.3868,11.1731,9.0688,7.4372,6.8925,6.8925,6.8925
2007-02-14,21.68731,16.1346,12.7339,11.1508,9.6774,8.47,7.8494,8.8355,9.136313,25.18438,18.4045,13.2823,11.1176,8.9406,7.3517,7.0318,7.0318,7.031813
2007-02-15,21.84463,16.0786,12.675,11.1049,9.662,8.4675,7.8185,7.846,7.847188,25.654,17.9251,13.2069,10.8685,8.715,7.4255,8.1202,9.1211,9.121125
2007-02-16,21.27263,15.9337,12.546,10.9855,9.5596,8.3923,7.7569,7.9131,7.9145,25.38188,17.9028,12.8911,10.6053,8.7135,7.5258,7.3073,7.3326,7.333
2007-02-20,20.22613,15.7316,12.5045,11.0155,9.6145,8.453,7.8265,8.3692,8.497813,25.22031,17.8135,12.8379,10.6669,8.9315,7.6973,7.4112,7.8244,7.876
2007-02-21,20.68181,15.7549,12.586,11.0651,9.6404,8.4331,7.6593,7.4668,7.466875,23.0085,17.8718,12.9028,10.7689,8.9073,7.6903,7.973,8.6649,8.664875
2007-02-22,20.3215,15.8612,12.5719,11.1184,9.7312,8.5392,7.8152,7.6737,7.673813,23.18081,17.9853,12.8292,10.8269,9.0018,7.7461,7.4008,7.4008,7.400875
2007-02-23,20.77638,16.0665,12.9195,11.4342,10.0703,8.9599,8.3759,8.848,8.8565,25.24038,17.9751,13.2621,11.0639,9.254,8.1596,8.4971,9.8196,9.810875
2007-02-26,21.57781,16.6256,13.5063,11.97,10.4881,9.2297,8.4818,8.9371,8.960313,26.123,18.5257,13.8485,11.6904,9.801,8.5265,8.1658,8.8488,8.833
2007-02-27,26.48981,21.663,18.5578,16.9782,15.4407,14.1122,13.1475,12.9391,13.10663,30.01269,24.6305,20.3827,18.1074,16.0056,14.505,13.9456,15.106,15.24519
2007-02-28,24.87219,19.8936,16.7233,15.1473,13.6076,12.1564,10.8849,9.5362,9.527125,30.87269,22.9417,18.1711,15.8927,13.8021,12.0867,11.0705,10.486,10.515
2007-03-01,26.0505,20.1504,16.8234,15.1693,13.4939,11.8392,10.3664,9.2372,9.239688,29.26081,23.5678,18.6195,16.2125,13.7701,11.5776,10.4069,10.4269,10.42669
2007-03-02,29.79219,22.3964,18.7882,17.0637,15.362,13.6858,12.0979,10.1192,10.14663,36.31913,25.9786,21.1746,18.6872,16.2117,13.9967,12.4177,12.245,12.2475
2007-03-05,29.95288,23.4124,19.7771,17.9754,16.1855,14.4501,12.8798,10.826,10.67813,35.94563,26.7611,21.7828,19.2293,16.7441,14.6145,13.1795,13.532,13.65938
2007-03-06,28.41213,20.9758,17.3763,15.5999,13.8366,12.1353,10.6896,9.5804,9.5535,32.40669,23.4658,18.4608,16.013,13.536,11.491,10.5708,11.5321,11.56313
2007-03-07,27.12038,20.1989,16.7994,15.1213,13.4473,11.8322,10.5183,10.0596,10.44113,28.96338,21.1916,17.262,15.2393,13.1748,11.2507,9.9804,10.7873,11.48888
2007-03-08,25.934,19.6241,16.273,14.6225,12.9716,11.3501,9.9119,8.8925,7.543875,27.7675,20.5958,16.5603,14.5324,12.5226,10.5815,9.0097,8.2027,8.202688
2007-03-09,26.159,19.587,16.1451,14.4579,12.7749,11.1475,9.7976,9.1216,7.8625,27.87388,20.5232,16.374,14.3189,12.2673,10.315,8.9917,8.6284,8.628375
2007-03-12,25.74063,19.253,15.7722,14.0711,12.3968,10.8038,9.4428,8.5203,7.257625,28.31681,20.5118,16.2163,13.9904,11.7189,9.7352,8.8776,9.8192,9.819188
2007-03-13,28.94381,22.2668,18.7657,17.0526,15.3571,13.7008,12.15,9.9413,9.636188,32.32612,23.9291,19.5548,17.3364,15.1036,12.9986,11.4717,10.9909,10.99088
2007-03-14,28.31281,21.649,18.1382,16.4193,14.7089,13.0474,11.6118,10.8889,11.34763,33.092,23.6188,18.9285,16.6073,14.2923,12.1125,10.5439,10.9937,11.266
2007-03-15,28.19169,21.0365,17.5359,15.8038,14.074,12.3921,10.9384,9.5676,9.495375,31.68419,22.6356,17.893,15.4106,12.9322,10.8222,9.7908,11.3391,11.46838
2007-03-16,29.35538,21.9937,18.3648,16.5569,14.7539,13.0026,11.4628,9.836,9.935188,31.22488,23.4751,18.8434,16.3872,13.9081,11.7035,10.5181,12.1799,15.152
2007-03-19,27.36331,20.6873,17.1118,15.3298,13.5409,11.7735,10.1042,8.4661,8.466125,29.4165,22.3839,17.5302,15.0611,12.5323,10.2456,9.3578,12.609,15.34638
2007-03-20,27.14288,19.9132,16.2343,14.4032,12.5779,10.8073,9.202,8.0055,8.028188,29.933,21.4562,16.6155,13.9877,11.2345,8.8588,8.3504,10.0421,10.04213
2007-03-21,25.57519,18.3432,14.6224,12.7983,10.9954,9.3696,8.8416,10.7757,11.11181,31.93738,20.4749,15.1716,12.598,10.1087,8.1721,7.4406,7.433,7.433
2007-03-22,26.27031,18.9905,15.2143,13.3778,11.5972,10.014,9.3563,10.725,11.24538,29.1775,21.172,16.0394,13.3432,10.742,8.9356,8.8292,10.6473,10.64731
2007-03-23,26.17538,18.9694,15.2764,13.5052,11.7869,10.1825,8.9761,8.475,9.364313,31.77113,21.1949,15.9466,13.3185,10.847,9.0972,8.7724,9.0489,8.8655
2007-03-26,26.09688,19.0155,15.3478,13.5638,11.8251,10.1869,8.8959,8.5831,10.06888,32.21619,20.9875,15.9654,13.4551,11.0861,9.3917,8.989,9.228,8.571875
2007-03-27,26.0225,19.5236,15.9679,14.1963,12.448,10.7596,9.2698,8.5414,8.621375,30.12313,21.5097,16.5412,14.1588,11.8154,9.8423,9.1139,9.4874,9.456625
2007-03-28,27.47069,20.7063,17.1469,15.3798,13.6477,12.0026,10.5928,9.5782,9.7265,30.85138,22.7891,18.0645,15.7043,13.3613,11.2696,10.122,10.1828,10.14981
2007-03-29,27.57069,20.6929,17.1075,15.3227,13.5697,11.9046,10.5366,9.5638,9.686188,30.83938,22.4008,17.7943,15.453,13.1678,11.2849,10.4043,10.6795,10.64
2007-03-30,27.22463,20.5112,16.9375,15.1604,13.4097,11.7247,10.221,9.0299,9.067875,30.95888,22.2479,17.6718,15.3055,12.9411,10.8708,9.7793,10.0913,10.0695
2007-04-02,27.229,20.3571,16.7598,14.9673,13.2089,11.5282,10.0848,9.1261,9.370188,31.764,22.2416,17.4648,15.123,12.7764,10.7076,9.4279,9.1519,9.0425
2007-04-03,26.40819,19.6466,16.0434,14.2486,12.4899,10.8139,9.4273,8.7771,8.883813,30.97663,21.4531,16.5754,14.201,11.8689,9.897,8.8749,8.8306,8.788625
2007-04-04,26.52469,19.6241,16.0234,14.2182,12.4368,10.718,9.2637,8.5006,8.586,29.76081,21.2651,16.3902,13.9516,11.5425,9.5296,8.6565,8.981,8.949688
2007-04-05,26.25731,19.2735,15.6841,13.8842,12.1087,10.4116,9.0134,8.1346,8.141187,29.89288,21.0628,15.9997,13.4916,11.0785,9.1276,8.3971,8.8505,8.842375
2007-04-09,26.40681,19.416,15.778,13.9865,12.2255,10.5267,9.0647,8.1495,8.244375,30.55269,21.4533,16.3743,13.941,11.5762,9.4347,8.0982,8.3193,8.289875
2007-04-10,26.19019,19.0172,15.3897,13.5831,11.7875,10.0571,8.6899,8.1902,8.369625,30.14081,20.9156,15.8253,13.2993,10.9019,8.9068,8.0476,8.2101,8.167
2007-04-11,26.59163,19.6435,15.9656,14.1626,12.405,10.748,9.3979,8.8973,9.245688,30.13013,20.9494,16.2782,14.0306,11.8611,9.9012,8.6012,8.4325,8.4325
2007-04-12,26.28313,19.1229,15.3683,13.5561,11.8041,10.1636,8.8962,8.5815,8.826625,29.42819,20.3424,15.6367,13.34,11.1511,9.2154,8.0034,8.0034,8.003375
2007-04-13,25.61819,18.7988,15.0844,13.2578,11.4703,9.791,8.5582,8.6298,8.903813,28.34281,20.2083,15.2957,12.9144,10.6162,8.6751,8.5454,12.1248,12.72469
2007-04-16,25.69231,18.5477,14.8201,13.0308,11.3013,9.7049,8.5433,8.2466,8.264125,30.4725,20.2354,15.2382,12.772,10.4355,8.7231,8.224,8.2916,8.291625
2007-04-17,25.72869,18.4166,14.6994,12.924,11.2297,9.7182,8.6872,8.497,8.494813,31.053,20.305,15.2511,12.7551,10.3213,8.6403,8.7236,11.3721,11.41813
2007-04-18,25.58719,18.4859,14.8736,13.1347,11.4745,9.976,8.8486,8.2938,8.291125,31.59681,20.6487,15.4585,12.9436,10.5403,8.9419,8.8615,10.868,10.8835
2007-04-19,25.70869,18.7629,15.1006,13.3452,11.6833,10.1999,9.0564,8.5392,8.532813,31.56688,20.794,15.8156,13.3342,10.9584,9.159,8.6867,8.7532,8.754375
2007-04-20,25.63931,18.3957,14.6139,12.8159,11.1236,9.6431,8.6366,8.2946,8.2935,30.40131,20.7424,15.2759,12.6443,10.2042,8.7949,8.9344,10.4965,10.49663
2007-04-23,25.01981,18.9151,15.1466,13.4054,11.7612,10.2907,9.2454,8.8646,8.872188,29.45788,21.5015,16.0088,13.44,11.2264,9.8258,9.6205,10.9205,10.91813
2007-04-24,25.3745,18.9466,15.1735,13.4236,11.7752,10.3034,9.3013,9.9463,12.79938,30.30438,21.7079,16.0767,13.5806,11.3141,9.7544,9.5868,11.5986,13.44931
2007-04-25,25.33119,18.7298,15.0366,13.2973,11.6679,10.2368,9.3876,10.2349,12.28419,30.31363,21.2908,15.9098,13.4669,11.3636,10.062,9.885,11.2239,12.7885
2007-04-26,25.04569,18.6191,15.0052,13.2898,11.6602,10.2109,9.2351,9.8543,11.70938,30.01119,21.1299,15.806,13.3262,11.1609,9.6787,9.4642,11.044,12.60269
2007-04-27,24.29513,18.3634,14.7614,13.0637,11.454,10.0156,9.0657,9.7839,11.67569,29.88563,20.8633,15.5705,13.0492,10.8155,9.2934,9.1255,10.907,12.782
2007-04-30,26.24913,19.6564,15.9623,14.2314,12.5882,11.1036,9.993,9.6439,9.660688,30.65169,22.5309,17.1649,14.6569,12.4081,10.7373,9.9538,9.7463,9.739813
2007-05-01,25.32481,19.1361,15.5378,13.7998,12.1195,10.5759,9.4227,9.1981,9.212813,30.59738,21.7877,16.6021,14.0619,11.7038,9.9708,9.2668,9.1657,9.16
2007-05-02,24.5935,18.7204,15.1332,13.4287,11.798,10.3098,9.2406,9.5198,10.9545,29.73081,21.1656,16.0438,13.5685,11.3241,9.7564,9.2309,10.7657,13.38963
2007-05-03,24.50819,18.7293,15.1159,13.3989,11.7885,10.3692,9.4191,9.8557,11.009,29.1525,21.1537,15.9398,13.4658,11.333,9.904,9.5067,11.2833,13.584
2007-05-04,24.69219,18.8744,15.29,13.6122,12.0143,10.5794,9.4611,9.122,9.122375,28.53969,21.2321,16.1166,13.6798,11.498,9.7829,9.3128,9.5928,9.592625
2007-05-07,24.85069,18.8229,15.2245,13.5362,11.9578,10.5437,9.4881,9.198,9.198313,29.71038,21.0687,15.9601,13.6003,11.5219,9.9748,9.2,9.0137,9.0135
2007-05-08,24.99831,18.8901,15.3223,13.6502,12.0709,10.6563,9.6491,9.3822,9.382625,27.35488,20.1498,15.6707,13.6001,11.6972,10.2015,9.4497,9.3485,9.3485
2007-05-09,24.757,18.5933,14.9952,13.3136,11.7378,10.3301,9.33,9.0977,9.098,26.73463,19.9177,15.3174,13.1971,11.2991,9.8843,9.1836,9.0723,9.072313
2007-05-10,25.56113,19.4375,15.9164,14.2502,12.677,11.256,10.0955,9.4521,9.462625,28.13469,20.8397,16.4149,14.3386,12.381,10.6934,9.7297,9.661,9.661
2007-05-11,24.71238,18.9282,15.4091,13.7505,12.1665,10.7141,9.5485,9.169,9.169313,26.74888,20.4781,15.8319,13.6318,11.617,9.9595,8.9776,8.6995,8.6995
2007-05-14,25.24081,19.5385,16.0622,14.3928,12.8163,11.391,10.2471,9.7732,9.773813,28.72019,21.7365,16.8973,14.6114,12.5,10.7876,9.839,9.6211,9.621125
2007-05-15,25.3665,19.5685,16.0523,14.4219,12.9157,11.5646,10.4349,9.9149,9.915375,29.60119,22.0141,17.0226,14.6938,12.5609,10.8175,9.9974,10.0036,10.00363
2007-05-16,25.36619,19.2559,15.6424,13.936,12.361,10.9649,9.9097,9.6552,9.655188,30.52888,21.5286,16.4789,14.0514,11.8356,10.1257,9.3234,9.216,9.216
2007-05-17,25.716,19.4027,15.7169,13.9865,12.3782,10.9454,9.8899,9.582,9.581688,29.228,21.5582,16.4002,13.967,11.7583,10.1127,9.5084,9.5781,9.5785
2007-05-18,25.463,19.1451,15.2817,13.4648,11.7789,10.2803,9.1557,9.1006,9.099875,30.41969,21.4464,15.8715,13.2573,10.9889,9.2781,8.5497,8.5391,8.540125
2007-05-21,25.09331,19.241,15.4889,13.7101,12.0368,10.5292,9.4322,9.3482,9.348188,29.522,21.9019,16.3267,13.741,11.3824,9.6309,8.9536,8.976,8.975813
2007-05-22,25.5775,18.9191,15.2546,13.5181,11.8939,10.4336,9.3944,9.2486,9.248188,30.00063,21.5417,16.018,13.4705,11.1554,9.5042,9.0048,9.0528,9.052125
2007-05-23,25.61988,18.9898,15.3392,13.6342,12.0628,10.6758,9.6543,9.5319,9.532,29.71769,21.4702,16.104,13.6311,11.4632,9.9057,9.3734,9.417,9.416875
2007-05-24,26.01881,19.7974,16.1728,14.4458,12.8446,11.4332,10.3487,9.9451,9.946875,30.2925,22.101,16.9454,14.4922,12.3079,10.669,10.0026,10.0339,10.0345
2007-05-25,25.40569,19.2837,15.6811,13.9472,12.3219,10.8629,9.7757,9.4808,9.482125,29.62319,21.5823,16.0966,13.6233,11.4567,9.9378,9.4694,9.5779,9.578125
2007-05-29,25.5975,19.316,15.7805,14.087,12.4842,11.0248,9.8462,9.692,9.693188,30.126,21.7656,16.4917,14.0641,11.8789,10.1577,9.4137,9.4215,9.421625
2007-05-30,24.48338,18.8075,15.2559,13.5711,11.9632,10.4701,9.3835,9.458,9.4545,28.41563,21.1661,15.8063,13.3731,11.1806,9.4805,8.8486,8.9096,8.909
2007-05-31,24.46231,18.7953,15.2923,13.6025,11.9953,10.5275,9.5395,9.6279,9.624125,29.3335,21.0758,15.8672,13.4247,11.2294,9.5738,8.8471,8.8615,8.860875
2007-06-01,24.88038,18.8311,15.2631,13.5548,11.9528,10.5262,9.7629,9.849,9.844875,29.73263,21.015,15.7793,13.2711,11.0968,9.534,9.1797,9.1924,9.191813
2007-06-04,25.10113,19.1175,15.5847,13.9024,12.3142,10.8793,10.19,10.2891,10.28381,28.63369,21.1823,16.0088,13.6318,11.5649,10.0653,9.6128,9.6239,9.623313
2007-06-05,24.68913,19.4169,16.0111,14.3621,12.801,11.3841,10.4153,10.6022,10.59313,26.94088,20.0582,15.9785,14.0391,12.2383,10.6617,9.6962,9.6962,9.696188
2007-06-06,25.86388,20.174,16.8457,15.215,13.6524,12.2093,11.0856,10.9656,10.97463,27.65213,20.9215,16.8889,14.9404,13.1352,11.5927,10.5326,10.2605,10.2605
2007-06-07,27.73563,21.7714,18.4047,16.739,15.1483,13.6899,12.4688,11.6212,11.6695,30.14769,22.9172,18.7692,16.7211,14.8558,13.3156,12.1131,11.3343,11.33431
2007-06-08,25.612,20.2117,16.8619,15.2102,13.6201,12.1471,10.9129,10.5112,10.53113,27.80069,21.3026,17.1391,15.1243,13.2489,11.607,10.3813,9.8717,9.871688
2007-06-11,25.70513,20.3096,16.9862,15.3388,13.7484,12.2699,11.0122,10.6443,10.66269,28.243,21.7539,17.6716,15.5804,13.5771,11.7851,10.435,9.9234,9.923375
2007-06-12,27.15631,21.3349,17.9416,16.2844,14.7115,13.2831,12.1178,11.4112,11.44638,29.2495,23.0217,18.5855,16.4196,14.4422,12.816,11.5957,10.9493,10.94931
2007-06-13,25.69969,20.1825,16.8933,15.2407,13.6404,12.1374,10.9031,10.6632,10.67213,28.94731,21.582,17.3789,15.2407,13.1919,11.3692,10.0661,9.6954,9.695375
2007-06-14,25.21813,19.5717,16.3472,14.6909,13.0443,11.454,10.0995,10.0991,10.09938,29.01688,21.4246,17.364,15.1569,13.0223,11.0806,9.5163,9.1579,9.157875
2007-06-15,25.25613,19.8653,16.4764,14.7969,13.1709,11.6382,10.6132,10.6929,10.68838,29.13369,21.3814,16.8016,14.6214,12.535,10.6948,9.6622,9.6622,9.662188
2007-06-18,25.43288,19.8805,16.369,14.648,13.0153,11.5124,10.442,10.442,10.442,27.80681,21.2931,16.5442,14.2207,12.0827,10.302,9.3501,9.3419,9.341875
2007-06-19,24.96819,19.3464,15.9135,14.2382,12.6333,11.1264,10.097,10.0636,10.06519,28.6865,20.5558,15.8674,13.6372,11.5921,9.8763,9.0524,9.0524,9.052375
2007-06-20,26.52081,20.6964,17.3378,15.6834,14.0906,12.5979,11.3216,10.8015,10.79588,28.66119,22.0778,17.606,15.3997,13.328,11.5969,10.5454,10.2809,10.28088
2007-06-21,25.8395,20.3304,17.0866,15.4457,13.8434,12.3278,11.0731,10.7507,10.74938,29.227,21.2058,17.1952,15.0244,12.9395,11.1269,9.9861,9.8234,9.823313
2007-06-22,26.51513,21.4811,18.3161,16.692,15.0838,13.5512,12.1548,11.2828,11.25663,29.664,22.9144,18.9353,16.7713,14.6476,12.73,11.3239,10.87,10.87838
2007-06-25,26.66631,21.82,18.7789,17.1866,15.5913,14.0522,12.6342,11.4282,11.35438,31.16938,23.6545,19.835,17.6829,15.5116,13.5276,12.0229,11.443,11.47481
2007-06-26,28.5705,23.1053,19.888,18.2449,16.6222,15.1256,13.7991,12.543,12.452,33.12188,25.3716,21.351,19.1789,17.0634,15.1973,13.7128,12.9791,13.01369
2007-06-27,25.77069,21.0937,17.9644,16.315,14.6749,13.1124,11.7423,10.6598,10.59431,30.98738,22.3819,18.5591,16.4131,14.2531,12.3253,11.0017,10.7849,10.80781
2007-06-28,25.60281,21.0057,17.8989,16.2525,14.6239,13.0772,11.7069,10.5765,10.52919,30.85669,22.3448,18.4997,16.3762,14.2338,12.3459,11.0652,10.8692,10.88119
2007-06-29,26.82038,21.888,18.7155,17.0522,15.4033,13.8314,12.42,11.1227,11.02888,27.28231,23.2003,19.4181,17.2517,15.0351,12.9828,11.3682,10.9007,10.93138
2007-07-02,25.59019,21.0654,17.8578,16.2039,14.5849,13.0276,11.6417,10.5832,10.55069,31.44281,22.5627,18.4732,16.2624,14.0727,12.0754,10.7218,10.7527,10.755
2007-07-03,25.79688,20.7554,17.5523,15.89,14.2611,12.6913,11.3085,10.233,10.20969,29.92769,22.323,17.9523,15.737,13.5353,11.5066,10.2913,10.5226,10.52163
2007-07-05,25.85063,20.942,17.6637,15.9971,14.3722,12.8243,11.5005,10.449,10.448,31.029,22.8152,18.3692,16.0682,13.808,11.8352,10.732,10.9072,10.89431
2007-07-06,26.01763,20.7068,17.3432,15.6529,14.0059,12.4125,10.9713,9.9632,9.992688,29.55231,22.2992,17.737,15.4955,13.2651,11.1965,10.0515,10.4291,10.4105
2007-07-09,25.90338,20.668,17.4619,15.8368,14.2456,12.705,11.3277,10.1264,10.15012,29.6625,22.6427,18.1794,15.9087,13.6739,11.5849,10.372,10.7055,10.68931
2007-07-10,27.78419,22.5177,19.2088,17.5234,15.8762,14.3102,12.916,11.1827,11.05681,30.18463,24.0863,20.1748,18.0384,15.8955,13.8785,12.1777,11.4651,11.46513
2007-07-11,27.06469,21.8868,18.5851,16.9238,15.3088,13.7617,12.3396,10.4728,10.20938,29.06088,23.2353,19.3401,17.2074,15.1119,13.105,11.4173,10.9226,10.92263
2007-07-12,26.7965,21.0802,17.724,16.0806,14.4672,12.9105,11.6272,10.1074,10.0675,28.96581,22.419,18.2442,16.0876,13.8988,11.8744,11.0484,11.0484,11.04838
2007-07-13,25.78069,20.8353,17.6228,16.0304,14.4626,12.9527,11.734,10.3719,10.38531,28.44719,21.9236,17.8658,15.7308,13.5802,11.6582,11.0747,11.0747,11.07469
2007-07-16,27.04813,21.3802,18.083,16.4683,14.8854,13.3539,12.0596,10.5794,10.57719,30.0295,22.7642,18.7327,16.5731,14.3515,12.1716,11.4406,11.4406,11.44063
2007-07-17,26.89563,21.3646,18.0998,16.5047,14.9461,13.4426,12.1596,10.6481,10.63263,29.54,22.7843,18.5712,16.4013,14.242,12.2372,11.5231,11.5231,11.52313
2007-07-18,27.20313,21.6127,18.3954,16.8123,15.264,13.7705,12.4709,10.8816,10.83431,31.46219,22.8009,18.8102,16.6473,14.458,12.3899,11.5029,11.5029,11.50288
2007-07-19,25.94369,21.1018,17.839,16.2359,14.667,13.1601,11.8814,10.4481,10.44681,29.487,22.3924,18.1091,15.8829,13.6338,11.5676,10.8659,10.7776,10.78419
2007-07-20,27.18963,22.3099,19.1253,17.5632,16.0454,14.5895,13.2615,11.4703,11.29431,30.621,24.2054,20.0567,17.8446,15.629,13.452,11.9007,11.6652,11.66681
2007-07-23,26.7525,21.8564,18.6787,17.123,15.6092,14.1532,12.8395,11.0998,10.9605,29.95338,23.9517,19.5159,17.3001,15.1123,13.0554,11.7754,11.2416,11.20881
2007-07-24,27.75213,23.2504,20.1835,18.6581,17.1808,15.7669,14.4532,12.3412,11.7605,32.65919,24.9134,20.987,19.0257,17.0886,15.2054,13.517,12.2037,12.01088
2007-07-25,27.19188,22.6337,19.5973,18.0672,16.5807,15.1542,13.8478,11.8277,11.44769,32.08481,24.3979,20.5064,18.4805,16.46,14.5552,12.9531,11.7851,11.65719
2007-07-26,28.54231,23.9469,21.0001,19.4672,17.9559,16.5175,15.1986,13.0709,12.65769,33.05863,26.4418,22.7713,20.7652,18.7148,16.8927,15.4096,13.9749,13.96813
2007-07-27,30.86863,26.9258,23.8895,22.2695,20.6615,19.1437,17.726,15.3084,14.16413,35.65319,29.9832,26.1813,24.1504,22.119,20.2029,18.5711,16.7581,16.47938
2007-07-30,29.32088,25.1012,22.0579,20.3984,18.7487,17.1655,15.7223,13.3806,12.62319,32.92981,27.5141,23.5779,21.3643,19.1017,17.0752,15.4961,13.9504,13.84188
2007-07-31,32.18019,27.4018,24.1342,22.4288,20.7526,19.1542,17.6946,15.27,13.953,36.74712,29.9884,25.8099,23.5772,21.3257,19.2229,17.489,15.5025,15.188
2007-08-01,33.01631,27.6925,24.3291,22.5814,20.8434,19.1692,17.6009,14.8979,13.79013,38.22881,29.6824,25.6011,23.3336,20.9765,18.8484,17.1473,15.4791,15.10481
2007-08-02,31.35481,26.3985,22.9838,21.2033,19.4329,17.7072,16.0775,13.3805,12.495,37.21431,28.1486,23.9213,21.5843,19.1573,16.8856,15.1019,13.4484,13.18438
2007-08-03,34.56763,29.6502,26.1824,24.3704,22.5488,20.7737,19.1016,16.3742,14.79069,39.46,32.1666,27.8625,25.5081,23.0753,20.6836,18.6281,16.4762,16.33531
2007-08-06,32.55769,27.2843,23.7266,21.8385,19.964,18.2058,16.6108,14.2281,13.61863,37.1385,29.3166,24.6225,22.0617,19.5458,17.395,15.8561,15.072,15.36131
2007-08-07,31.29519,26.5467,23.0906,21.2646,19.4458,17.6902,16.0881,13.5652,12.678,32.57663,27.3864,23.3105,21.1216,18.9833,17.0139,15.3304,13.2607,13.11719
2007-08-08,32.10287,26.3202,22.7391,20.8978,19.0774,17.3166,15.6856,12.9533,12.42438,33.78813,27.2091,23.0478,20.9047,18.8189,16.8633,15.0782,12.4532,12.21731
2007-08-09,35.90937,30.2668,26.7253,24.8915,23.058,21.2694,19.5909,16.6457,14.67338,37.26088,31.684,27.577,25.3348,23.0907,20.9965,19.0985,16.18,15.21431
2007-08-10,37.3615,31.3818,27.6957,25.8017,23.9063,22.075,20.3157,17.1494,14.84619,40.2355,33.3677,28.8578,26.4622,24.1094,21.8629,19.8002,16.6179,15.61869
2007-08-13,34.93169,29.5617,26.0953,24.2761,22.4406,20.6424,18.9568,16.0968,14.38263,36.87913,31.3526,27.0508,24.6444,22.2653,20.0943,18.2419,16.122,16.43931
2007-08-14,36.00519,30.6502,27.348,25.6246,23.8775,22.1445,20.4838,17.6543,15.43219,38.60119,33.4497,29.5448,27.2843,24.9069,22.5591,20.4269,17.7317,18.25712
2007-08-15,38.76381,32.8958,29.489,27.7431,25.9849,24.2419,22.5609,19.5935,16.66063,41.44569,35.8096,31.8665,29.648,27.3182,24.9898,22.8233,19.784,20.67731
2007-08-16,39.443,33.3185,29.8927,28.1214,26.3273,24.5265,22.7454,19.4213,15.949,43.85388,38.2174,34.364,32.1945,29.8527,27.3939,24.9337,20.7799,19.8755
2007-08-17,38.2065,32.1803,28.554,26.6513,24.728,22.8342,21.0672,18.1251,16.23131,41.54469,35.1543,30.3914,27.664,24.8921,22.3385,20.2519,18.019,19.4005
2007-08-20,36.59219,30.8363,27.3706,25.5466,23.6957,21.8594,20.1224,17.1142,15.09388,39.51538,32.9744,28.4652,25.7922,23.0535,20.5651,18.5665,16.5035,17.22331
2007-08-21,35.92631,30.1163,26.6609,24.8493,23.0119,21.1884,19.469,16.5011,14.79431,38.88412,32.0229,27.5918,24.9906,22.3079,19.8446,17.8582,15.9029,16.85531
2007-08-22,33.54138,27.9682,24.4735,22.6373,20.8027,19.0284,17.4068,14.7985,13.63669,37.8165,29.7692,25.1286,22.5717,19.9855,17.6331,15.7283,14.2492,15.471
2007-08-23,33.22913,27.7182,24.1579,22.2433,20.3156,18.4596,16.8107,14.4134,13.96063,37.14638,29.9389,25.2735,22.4918,19.5991,16.9911,15.0117,13.8938,15.45181
2007-08-24,31.62281,26.731,23.1379,21.1252,19.0766,17.0878,15.2997,12.7901,12.5745,34.75419,28.7087,23.287,20.2056,17.2124,14.8413,13.5734,15.7624,17.151
2007-08-27,33.37181,27.9476,24.3629,22.417,20.4384,18.5122,16.7872,14.2631,13.92281,36.76113,30.0003,25.2995,22.5055,19.6263,17.0803,15.2478,14.8869,15.37238
2007-08-28,36.2755,30.96,27.3732,25.5096,23.6203,21.7421,19.9475,16.9245,15.03913,40.49163,33.0798,28.6161,26.0428,23.3317,20.7324,18.6993,17.0816,18.2135
2007-08-29,33.42938,28.5941,25.1836,23.321,21.4111,19.5261,17.7914,15.0467,14.27588,37.40763,30.4734,26.011,23.4256,20.7691,18.3746,16.5125,15.1032,15.35431
